"","code","name","min_negotiated_price","max_negotiated_price"
"2763","CPT-31259","nasal/sinus ndsc tot w/sphendt w/sphen tiss r",309.82,1182.39
"2764","CPT-31267","nsl/sinus ndsc max antrost w/rmvl tiss max si",212.73,972.48
"2765","CPT-31276","nasal/sinus ndsc w/rmvl tiss from frontal sin",310.64,1281.6
"2766","CPT-31287","nasal/sinus endoscopy w/sphenoidotomy",156.01,1008.8
"2767","CPT-31288","nsl/sinus ndsc sphendt rmvl tiss sphenoid sin",180.85,1173.7
"2768","CPT-31290","nasal/sinus ndsc rpr cerebrsp fluid leak ethm",779.56,2975.13
"2769","CPT-31291","nasal/sinus ndsc rpr cerebsp fluid leak sphen",829.68,3166.41
"2770","CPT-31292","nasal/sinus ndsc surg medial/inf orb wall dcm",675.9,2579.53
"2771","CPT-31293","nasal/sinus ndsc surg medial&inf orb wall dcm",731.81,2792.9
"2772","CPT-31294","nasal/sinus ndsc surg w/optic nerve dcmprn",836.58,3192.75
"2773","CPT-31295","nasal/sinus ndsc surg w/dilation maxillary si",109.36,417.38
"2774","CPT-31296","nasal/sinus ndsc surg w/dilation frontal sinu",130.16,496.73
"2775","CPT-31297","nasal/sinus ndsc surg w/dilation sphenoid sin",107.22,409.2
"2776","CPT-31298","nasal/sinus ndsc surg w/dilation frnt&sphn si",167.59,639.59
"2777","CPT-31299","unlisted procedure accessory sinuses",Inf,-Inf
"2778","CPT-31300","laryngotomy w/rmvl tumor/laryngocele cordecto",881.75,3365.12
"2779","CPT-31360","laryngectomy total w/o radical neck dissectio",1567.18,5981.03
"2780","CPT-31365","laryngectomy total w/radical neck dissection",1926.75,7353.3
"2781","CPT-31367","laryngectomy stot supraglottic w/o rad neck d",1380,6345.72
"2782","CPT-31368","laryngectomy stot supraglottic w/rad nck dsj",1841.28,7027.1
"2783","CPT-31370","partial laryngectomy hemilarygectomy horizont",1370.8,5982.31
"2784","CPT-31375","partial laryngectomy hemilaryng laterovertica",1306.4,5681.7
"2785","CPT-31380","partial laryngectomy hemilaryng anterovertica",1370.8,5603.18
"2786","CPT-31382","partial laryng hemilaryng antero-latero-verti",1315.6,6140.27
"2787","CPT-31390","pharyngolaryngectomy w/rad neck dsj w/o rcnst",2047.36,7813.61
"2788","CPT-31395","pharyngolaryngectomy w/rad neck dsj w/rcnstj",2150.46,8207.07
"2789","CPT-31400","arytenoidectomy/arytenoidopexy xtrnl approach",644,2679.71
"2790","CPT-31420","epiglottidectomy",580.44,2215.19
"2791","CPT-31500","intubation endotracheal emergency procedure",78.31,337.99
"2792","CPT-31502","tracheotomy tube change prior to fistula trac",21.08,95.06
"2793","CPT-31505","laryngoscopy indirect diagnostic spx",38.66,147.53
"2794","CPT-31510","laryngoscopy indirect w/biopsy",86.28,329.26
"2795","CPT-31511","laryngoscopy indirect w/removal foreign body",86.93,331.78
"2796","CPT-31512","laryngoscopy indirect w/removal lesion",90.17,344.12
"2797","CPT-31513","laryngoscopy indirect w/vocal cord injection",91.06,399.64
"2798","CPT-31515","laryngoscopy w/wo tracheoscopy aspiration",78.3,500.39
"2799","CPT-31520","laryngoscopy w/wo tracheoscopy dx newborn",112.6,429.73
"2800","CPT-31525","laryngoscopy w/wo tracheoscopy dx except newb",113.89,434.66
"2801","CPT-31526","laryngoscopy w/wo tracheoscopy w/micro/telesc",112.57,533.5
"2802","CPT-31527","laryngoscopy w/wo tracheoscopy insert obturat",134.74,514.24
"2803","CPT-31528","laryngoscopy w/wo tracheoscopy w/dilation in",99.72,471.42
"2804","CPT-31529","laryngoscopy w/wo tracheoscopy dilation subsq",111.21,471.42
"2805","CPT-31530","laryngoscopy w/foreign body removal",136.09,698.4
"2806","CPT-31531","laryngoscopy foreign body rmvl micro/telescop",145.98,776
"2807","CPT-31535","laryngoscopy direct operative w/biopsy",135.74,561.4
"2808","CPT-31536","laryngoscopy w/biopsy microscope/telescope",150.7,853.6
"2809","CPT-31540","laryngoscopy exc tum&/stripping cords/epiglot",166.48,717.82
"2810","CPT-31541","largsc exc tum&/strpg cords/epigl mcrscp/tlsc",181.8,808.05
"2811","CPT-31545","largsc micro/telescope rmvl les vocal cord fl",248.98,950.2
"2812","CPT-31546","largsc micro/telescope rmvl les vocal cord gr",377.8,1441.86
"2813","CPT-31551","laryngoplasty laryngeal sten w/o stent < 12 y",988.33,3771.9
"2814","CPT-31552","laryngoplasty laryngeal sten w/o stent 12 yrs",1003.19,3828.59
"2815","CPT-31553","laryngoplasty laryngeal sten w/stent < 12 yrs",1094.93,4178.71
"2816","CPT-31554","laryngoplasty laryngeal sten w/stent 12 yrs >",1156.67,4414.34
"2817","CPT-31560","laryngoscopy direct operative w/arytenoidecto",215.03,921.5
"2818","CPT-31561","largsc arytenoidectomy microscope/telescope",234.81,1086.4
"2819","CPT-31570","laryngoscope injection vocal cord therapeutic",157,599.16
"2820","CPT-31571","largsc w/njx vocal cord ther w/micro/telescop",171.41,843.9
"2821","CPT-31572","laryngoscopy flexible ablatj destj lesion(s)",125.6,479.33
"2822","CPT-31573","laryngoscopy flexible therapeutic injection u",103.83,396.26
"2823","CPT-31574","laryngoscopy flexible w/injection agmntj uni",103.83,396.26
"2824","CPT-31575","laryngoscopy flexible diagnostic",59.54,227.21
"2825","CPT-31576","laryngoscopy flexible w/biopsy(ies)",88.18,336.52
"2826","CPT-31577","laryngoscopy flx rmvl foreign body(s)",96.54,379.06
"2827","CPT-31578","laryngoscopy flexible rmvl lesion(s) non-lase",118.04,450.49
"2828","CPT-31579","laryngoscopy flx/rgd telescopic w/stroboscopy",109.66,418.52
"2829","CPT-31580","laryngoplasty laryn web w/keel stent insertio",858.61,3276.83
"2830","CPT-31584","laryngoplasty w/open reduction fracture w/tra",1049.48,4005.25
"2831","CPT-31587","laryngoplasty cricoid split w/o graft placeme",712.88,2720.64
"2832","CPT-31590","laryngeal reinnervation neuromuscular pedicle",Inf,-Inf
"2833","CPT-31591","laryngoplasty medialization unliateral",731.18,2790.51
"2834","CPT-31592","cricotracheal resection",1173.3,4477.81
"2835","CPT-31599","unlisted procedure larynx",9000,9000
"2836","CPT-31600","tracheostomy planned separate procedure",261.88,999.45
"2837","CPT-31601","tracheostomy planned under 2 years spx",183.49,738.52
"2838","CPT-31603","tracheostomy emergency procedure transtrachea",146.65,632.61
"2839","CPT-31605","tracheostomy emergency cricothyroid membrane",171.75,702.28
"2840","CPT-31610","tracheostomy fenestration w/skin flaps",489.27,1867.25
"2841","CPT-31611","constj tracheoesophgl fstl&insj sp prosth",382.49,1459.75
"2842","CPT-31612","tracheal pnxr prq w/transtracheal aspir&/njx",31.81,121.39
"2843","CPT-31613","tracheostoma revj smpl w/o flap rotation",294.4,1204.84
"2844","CPT-31614","tracheostoma revj cplx w/flap rotation",496.8,1935.56
"2845","CPT-31615","tracheobrnchsc thru est trachs inc",81.01,345.28
"2846","CPT-31622","brnchsc incl fluor gdnce dx w/cell washg spx",101.82,422.35
"2847","CPT-31623","brnchsc brushing/protected brushings",102.17,420.45
"2848","CPT-31624","brnchsc w/brncl alveolar lavage",102.71,423.65
"2849","CPT-31625","bronchoscopy bronchial/endobrncl bx 1+ sites",119.51,489.08
"2850","CPT-31626","bronchoscopy w/plmt fiducial markers single/m",146.79,587.69
"2851","CPT-31627","bronchoscopy w/cptr-asst image-guided navigat",77.33,295.11
"2852","CPT-31628","bronchoscopy w/transbronchial lung bx 1 lobe",134.03,565.12
"2853","CPT-31629","bronchoscopy needle bx trachea main stem&/bro",145.48,584.2
"2854","CPT-31630","brnchsc w/tracheal/bronchial dilat/clsd rdctj",134.71,591.78
"2855","CPT-31631","bronchoscopy w/placement tracheal stent",152.69,652.19
"2856","CPT-31632","bronchoscopy w/transbronchial lung bx each lo",37.25,142.15
"2857","CPT-31633","bronchoscopy w/transbroncl ndl aspir bx ea lo",47.61,181.68
"2858","CPT-31634","bronchoscopy balloon occlusion",133.82,539.01
"2859","CPT-31635","bronchoscopy w/removal foreign body",114.73,495.11
"2860","CPT-31636","brnchsc w/placement brncl stent 1st bronchus",148.52,566.83
"2861","CPT-31637","bronchoscopy each major bronchus stented",50.07,191.07
"2862","CPT-31638","brnchsc revj tracheal/brncl stent ins prev se",171.33,653.88
"2863","CPT-31640","bronchoscopy w/excision tumor",171.44,752.91
"2864","CPT-31641","brnchsc w/dstrj tum relief stenosis oth/thn e",171.48,989.4
"2865","CPT-31643","brnchsc w/plmt cath intrcv radioelmnt appl",116.88,494.45
"2866","CPT-31645","bronchoscopy w/ther aspir trachbrncl tree 1st",98.5,410.89
"2867","CPT-31646","bronchoscopy w/ther aspir trachbrncl tree sbs",80.77,357.66
"2868","CPT-31647","brnchsc occlusion&insert bronch valve init lo",154.49,590.66
"2869","CPT-31648","brnchsc removal bronchial valve initial",159.41,622.42
"2870","CPT-31649","brnchsc removal bronchial valve ea addl",53.08,202.56
"2871","CPT-31651","brnchsc occlusion&insert bronch valve addl lo",52.4,205.72
"2872","CPT-31652","brnchsc ebus guided sampl 1/2 node station/st",173.78,692.91
"2873","CPT-31653","brnchsc ebus guided sampl 3/> node station/st",192.39,764.64
"2874","CPT-31654","brnschsc tndsc ebus dx/tx intervention perph",49.66,189.53
"2875","CPT-31660","bronchoscopic thermoplasty one lobe",145.39,571.48
"2876","CPT-31661","bronchoscopic thermoplasty 2/> lobes",154.7,602.26
"2877","CPT-31717","catheterization w/bronchial brush biopsy",82.95,316.58
"2878","CPT-31720","catheter aspiration nasotracheal spx",34.69,145.97
"2879","CPT-31725","cath aspir tracheobrncl fiberscope bedside sp",59.05,256.62
"2880","CPT-31730","ttrach intro ndl wire dil/stent/tube o2 ther",100,381.64
"2881","CPT-31750","tracheoplasty cervical",960.03,3663.88
"2882","CPT-31755","tracheoplasty tracheopharyngeal fstlj ea stg",1150,4685.28
"2883","CPT-31760","tracheoplasty intrathoracic",1006.34,3840.63
"2884","CPT-31766","carinal reconstruction",1372.7,5238.79
"2885","CPT-31770","bronchoplasty graft repair",974.48,3719.03
"2886","CPT-31775","bronchoplasty excision stenosis & anastomosis",1021.65,3899.05
"2887","CPT-31780","excision tracheal stenosis&anastomosis cervic",878.23,3351.7
"2888","CPT-31781","exc tracheal stenosis&anast cervicothoracic",1011.15,3858.98
"2889","CPT-31785","excision tracheal tumor/carcinoma cervical",729.97,2785.89
"2890","CPT-31786","excision tracheal tumor/carcinoma thoracic",1055.82,4029.45
"2891","CPT-31800","suture tracheal wound/injury cervical",503.6,1921.95
"2892","CPT-31805","suture tracheal wound/injury intrathoracic",601.05,2293.85
"2893","CPT-31820","surg clsr tracheostomy/fistula w/o plastic rp",228.78,873.11
"2894","CPT-31825","surg clsr tracheostomy/fistula w/plastic rpr",333.19,1271.58
"2895","CPT-31830","revision tracheostomy scar",210.56,803.57
"2896","CPT-31899","unlisted procedure trachea bronchi",7500,7500
"2897","CPT-32000","Drainage of chest",Inf,-Inf
"2898","CPT-32002","Treatment of collapsed lung",Inf,-Inf
"2899","CPT-32005","Treat lung lining chemically",Inf,-Inf
"2900","CPT-32019","Insert pleural catheter",Inf,-Inf
"2901","CPT-32020","Insertion of chest tube",Inf,-Inf
"2902","CPT-32035","thoracostomy w/rib resection empyema",610.47,2329.83
"2903","CPT-32036","thoracostomy open flap drainage empyema",579.6,2518.36
"2904","CPT-32096","thoractomy w/dx bx lung infiltrate unilateral",679.37,2592.76
"2905","CPT-32097","thoractomy w/dx bx lung nodule/mass unilatera",679.37,2592.76
"2906","CPT-32098","thoracotomy w/biopsy of pleura",638.54,2436.93
"2907","CPT-32100","thoracotomy with exploration",685.98,2617.97
"2908","CPT-32110","thorcom ctrl traumtc hemrrg&/rpr lng tear",1076.29,4107.57
"2909","CPT-32120","thoracotomy postoperative complications",645.32,2462.83
"2910","CPT-32124","thoracotomy opn intrapleural pneumonolysis",687.14,2622.41
"2911","CPT-32140","thorcom w/removal of cyst",732.77,2796.58
"2912","CPT-32141","thoracotomy w/resection bullae",1120.84,4277.61
"2913","CPT-32150","thorcom w/rmvl intrapleural fb/fibrin dep",740.69,2826.79
"2914","CPT-32151","thorcom w/rmvl ipul fb",741.03,2828.1
"2915","CPT-32160","thoracotomy w/cardiac massage",631.66,2410.69
"2916","CPT-32200","pneumonostomy w/open drainage abscess/cyst",841.92,3213.13
"2917","CPT-32215","pleural scarification repeat pneumothorax",588.88,2247.42
"2918","CPT-32220","decortication pulmonary total separate proced",1170.59,4467.47
"2919","CPT-32225","decortication pulmonary partial separate proc",734.82,2804.4
"2920","CPT-32310","pleurectomy parietal separate procedure",680.33,2596.43
"2921","CPT-32320","decortication & parietal pleurectomy",1175.74,4487.12
"2922","CPT-32400","biopsy pleura percutaneous needle",58.36,239.01
"2923","CPT-32408","core needle bx lung/mediastinum perq w/img",109.43,417.64
"2924","CPT-32440","removal of lung pneumonectomy",1157.24,4416.52
"2925","CPT-32442","removal lung pneumonectomy resxn sgmnt trache",2116,8583.24
"2926","CPT-32445","removal lung pneumonectomy extrapleural",2062,9922.95
"2927","CPT-32480","rmvl lung other than pneumonectomy 1 lobe lob",1094.57,4177.34
"2928","CPT-32482","rmvl lung other than pneumonect 2 lobes bilob",1172.68,4475.44
"2929","CPT-32484","rmvl lung other than pneumonect 1 segmentecto",1060.94,4048.98
"2930","CPT-32486","rmvl lung xcp tot pneumonectomy sleeve lobect",1736.59,6627.56
"2931","CPT-32488","rmvl lung other/than pnumec completion pnumec",1759.82,6716.22
"2932","CPT-32491","rmvl lung oth/thn pnumec resxn-plctj emphy lu",1088.48,4154.09
"2933","CPT-32501","rescj&bronchoplasty pfrmd tm lobec/sgmectomy",179.49,1020.44
"2934","CPT-32503","rescj apical lung tumor w/o chest wall rcnstj",1338.82,5109.51
"2935","CPT-32504","rescj apical lung tumor w/chest wall rcnstj",1497.91,5716.68
"2936","CPT-32505","thoracotomy w/therapeutic wedge resexn initia",653.78,2495.11
"2937","CPT-32506","thoracotomy w/therap wedge resexn addl ipsila",109.1,416.39
"2938","CPT-32507","thoracotomy w/dx wedge resexn & antom lung re",109.1,416.39
"2939","CPT-32540","extrapleural enucleation empyema empyemectomy",975.2,4821.98
"2940","CPT-32550","insertion indwelling tunneled pleural cathete",159.37,642.53
"2941","CPT-32551","tube thoracostomy includes water seal",118.83,574.05
"2942","CPT-32552","rmvl ndwellg tunneled pleural catheter w/cuff",112.28,428.5
"2943","CPT-32553","plmt ntrstl dev radj thx gid prq intrathrc 1/",128.71,521.73
"2944","CPT-32554","thoracentesis needle/cath pleura w/o imaging",61.83,254.81
"2945","CPT-32555","thoracentesis needle/cath pleura w/imaging",77.53,319.52
"2946","CPT-32556","perq drainage pleura insert cath w/o imaging",92.39,352.58
"2947","CPT-32557","perq drainage pleura insert cath w/imaging",114.52,471.94
"2948","CPT-32560","instlj via chest tube/cath agent for pleurode",52.16,256.37
"2949","CPT-32561","instlj via ch tube/cath agent fbrnlysis 1st d",46.79,178.58
"2950","CPT-32562","instlj ch tube/cath agent fbrnlysis sbsq day",41.89,159.86
"2951","CPT-32601","thorsc dx lungs/pericar/med/pleural space w/o",208.68,834.2
"2952","CPT-32604","thoracoscopy dx pericardial sac w/biopsy spx",323.73,1235.5
"2953","CPT-32606","thoracoscopy dx mediastinal space w/biopsy sp",310.51,1295.57
"2954","CPT-32607","thoracoscopy w/dx bx of lung infiltrate unila",205.38,783.81
"2955","CPT-32608","thoracoscopy w/dx bx of lung nodules unilatrl",251.95,961.56
"2956","CPT-32609","thoracoscopy with biopsyies of pleura",174.67,666.61
"2957","CPT-32650","thoracoscopy w/pleurodesis",492.35,1879.01
"2958","CPT-32651","thoracoscopy w/partial pulmonary decorticatio",802.49,3062.63
"2959","CPT-32652","thrsc tot pulm dcrtctj intrapleural pneumonol",1214.66,4635.65
"2960","CPT-32653","thoracoscopy rmvl intrapleural fb/fibrin depo",775.55,2959.82
"2961","CPT-32654","thoracoscopy control traumatic hemorrhage",863.47,3295.37
"2962","CPT-32655","thoracoscopy w/resection bullae w/wo pleural",704.28,2687.82
"2963","CPT-32656","thoracoscopy w/parietal pleurectomy",587.98,2316.73
"2964","CPT-32658","thoracoscopy w/rmvl clot/fb from pericardial",577.1,2211.6
"2965","CPT-32659","thrsc crtj prcrd window/prtl rescj prcrd sac",591.62,2269.8
"2966","CPT-32661","thoracoscopy w/exc pericardial cyst tumor/mas",644.28,2458.85
"2967","CPT-32662","thoracoscopy w/exc mediastinal cyst tumor/mas",657.55,2716
"2968","CPT-32663","thoracoscopy w/lobectomy single lobe",1034.48,3948.02
"2969","CPT-32664","thoracoscopy w/thoracic sympathectomy",636.6,2429.53
"2970","CPT-32665","thoracoscopy w/esophagomyotomy heller type",850.86,3247.26
"2971","CPT-32666","thoracoscopy w/thera wedge resexn initial uni",581.57,2219.53
"2972","CPT-32667","thoracoscopy w/thera wedge resexn addl ipsila",103.65,395.58
"2973","CPT-32668","thoracoscopy w/dx wedge resexn anato lung res",104.34,398.21
"2974","CPT-32669","thoracoscopy w/segmentectomy",892,3404.27
"2975","CPT-32670","thoracoscopy w/bilobectomy",1063.05,4057.04
"2976","CPT-32671","thoracoscopy w/pneumonectomy",1179.12,4500.01
"2977","CPT-32672","thoracoscopy w/resexn-plicaj emphysema lung u",1009.65,3853.26
"2978","CPT-32673","thoracoscopy resexn thymus uni/bilateral",796.78,3040.85
"2979","CPT-32674","thorcoscpy w/mediastinl & regionl lymphdenect",142.07,542.21
"2980","CPT-32701","thorax stereotactic radiation target w/tx cou",158.75,605.84
"2981","CPT-32800","repair lung hernia through chest wall",695.28,2653.5
"2982","CPT-32810","clsr ch wall flwg opn flap drg empyema",664.58,2536.3
"2983","CPT-32815","open closure major bronchial fistula",1398.4,7833.89
"2984","CPT-32820","major reconstruction chest wall posttraumatic",979.01,3736.33
"2985","CPT-32851","lung transplant 1 w/o cardiopulmonary bypass",2290.29,8740.73
"2986","CPT-32852","lung transplant 1 w/cardiopulmonary bypass",2499.14,11785.5
"2987","CPT-32853","lung transplant 2 w/o cardiopulmonary bypass",3194.64,12192.09
"2988","CPT-32854","lung transplant 2 w/cardiopulmonary bypass",3386.95,12926.05
"2989","CPT-32855","bkbench prepj cadaver donor lung allograft un",141.44,539.79
"2990","CPT-32856","bkbench prepj cadaver donor lung allograft bi",162.41,619.83
"2991","CPT-32900","resection ribs extrapleural all stages",1073.73,4097.82
"2992","CPT-32905","thoracoplasty schede type/extrapleural",980.18,3740.78
